,playerName,primNat,pos,formClub,formNation,newClub,newNation,transferCost,transferYear
2337,Bernard Casoni,France,Centre-Back,Sporting Club de Toulon et du Var,France,Olympique Marseille,France,?,1990
2338,Pierre Morice,France,Central Midfield,Chamois Niortais FC,France,OGC Nice,France,?,1990
2339,Ariel Cozzoni,Argentina,Attack,CA Newell's Old Boys,Argentina,OGC Nice,France,?,1990
2340,Ljubomir Radanovic,Montenegro,Centre-Back,Standard Liège,Belgium,OGC Nice,France,?,1990
2341,Philippe Lecompte,France,Defensive Midfield,AS Muret,France,OGC Nice,France,?,1990
2342,Philippe N'Dioro,Cameroon,Attack,AS Red Star 93,France,OGC Nice,France,?,1990
2343,Fabrice Mège,France,Attacking Midfield,AS Monaco,France,OGC Nice,France,?,1990
2344,Fabrice Poullain,France,Defensive Midfield,AS Monaco,France,OGC Nice,France,?,1990
2345,Louis Gomis,France,Left-Back,Unknown,N/A,OGC Nice,France,?,1990
2346,William Ayache,France,Left-Back,Montpellier HSC,France,OGC Nice,France,?,1990
2347,Jérôme Alonzo,France,Goalkeeper,OGC Nizza U19,France,OGC Nice,France,0.0,1990
2348,Ariel Cozzoni,Argentina,Attack,OGC Nice,France,CA Newell's Old Boys,Argentina,?,1990
2349,Pascal Macri,France,Midfield,OGC Nice,France,Association sportive aixoise,France,?,1990
2350,Patrick Soler,France,Defence,OGC Nice,France,Fréjus-Saint-Raphaël FC,France,?,1990
2351,Toni Kurbos,Slovenia,Centre-Forward,OGC Nice,France,USL Dunkerque,France,?,1990
2352,Marko Elsner,Slovenia,Centre-Back,OGC Nice,France,FC Admira/Wacker,Austria,?,1990
2353,Fabien Piveteau,France,Goalkeeper,OGC Nice,France,Le Havre AC,France,?,1990
2354,Mustapha El Haddaoui,Morocco,Central Midfield,OGC Nice,France,RC Lens,France,?,1990
2355,William Ayache,France,Left-Back,OGC Nice,France,Olympique Marseille,France,?,1990
2357,Christophe Galtier,France,Centre-Back,LOSC Lille,France,FC Toulouse,France,0.0,1990
2358,Frédéric Pons,France,Defence,Sporting Club de Toulon et du Var,France,FC Toulouse,France,?,1990
2359,Aïssa Fouka,Algeria,Defence,Olympique Alès,France,FC Toulouse,France,?,1990
2360,Javier Olaizola,Spain,Right-Back,Unknown,N/A,FC Toulouse,France,?,1990
2361,Alberto Acosta,Argentina,Centre-Forward,CA San Lorenzo de Almagro,Argentina,FC Toulouse,France,?,1990
2362,Patrice Eyraud,France,Defensive Midfield,FC Nantes,France,FC Toulouse,France,?,1990
2363,Stéphane Demol,Belgium,Centre-Back,FC Porto,Portugal,FC Toulouse,France,?,1990
2364,Gilles Adrian,France,Attack,Toulouse FC B,France,FC Toulouse,France,0.0,1990
2365,Vagiz Khidiyatullin,Russia,Sweeper,FC Toulouse,France,Montauban FC,France,?,1990
2366,Omar da Fonseca,Argentina,Centre-Forward,FC Toulouse,France,Paris FC,France,?,1990
2367,Jacky Paillard,France,Defensive Midfield,FC Toulouse,France,Stade Rennais FC,France,?,1990
2368,Franck Passi,France,Defensive Midfield,FC Toulouse,France,Sporting Club de Toulon et du Var,France,?,1990
2369,Éric Assadourian,Armenia,Right Winger,FC Toulouse,France,LOSC Lille,France,?,1990
2370,Gérald Passi,France,Attacking Midfield,FC Toulouse,France,AS Monaco,France,?,1990
2371,Peter Reichert,Germany,Centre-Forward,FC Toulouse,France,Karlsruher SC,Germany,?,1990
2372,Kwame Ayew,Ghana,Centre-Forward,Africa Sports,Cote d'Ivoire,FC Metz,France,?,1990
2373,Francois Calderaro,France,Centre-Forward,Stade Reims,France,FC Metz,France,?,1990
2374,Pierre Haon,France,Defensive Midfield,AS Saint-Étienne,France,FC Metz,France,?,1990
2375,Michel Ettorre,France,Goalkeeper,Sporting Club de Toulon et du Var,France,FC Metz,France,?,1990
2376,David Hodgson,England,Centre-Forward,Mazda Soccer Club,Japan,FC Metz,France,?,1990
2377,Nicolas Huysman,France,Left Midfield,USL Dunkerque,France,FC Metz,France,?,1990
2378,Philippe Schuth,France,Goalkeeper,USL Dunkerque,France,FC Metz,France,?,1990
2379,Aljosa Asanovic,Croatia,Central Midfield,HNK Hajduk Split,Croatia,FC Metz,France,?,1990
2380,Cyril Serredszum,France,Defensive Midfield,FC Metz B,France,FC Metz,France,0.0,1990
2381,Marc Galli,France,Defence,FC Metz U19,France,FC Metz,France,0.0,1990
2382,Louis Pirrone,France,Attack,FC Metz B,France,FC Metz,France,0.0,1990
2383,Otino Miedico,France,Defence,FC Metz,France,Association Troyes Aube Champagne,France,0.0,1990
2386,Nebojsa Vucicevic,Serbia,Attacking Midfield,FC Metz,France,UD Salamanca,Spain,?,1990
2387,Mario Relmy,France,Centre-Forward,FC Metz,France,Cercle Football Dijon,France,?,1990
2388,Alain Bénédet,France,Midfield,FC Metz,France,Le Havre AC,France,?,1990
2389,Carmelo Micciche,France,Centre-Forward,FC Metz,France,AS Cannes,France,?,1990
2390,André Kana-Biyik,Cameroon,Defensive Midfield,FC Metz,France,Le Havre AC,France,?,1990
2391,Sylvain Kastendeuch,France,Sweeper,FC Metz,France,AS Saint-Étienne,France,?,1990
2392,Bernard Lama,France,Goalkeeper,FC Metz,France,Brest Armorique FC,France,?,1990
2394,Alain Roche,France,Centre-Back,Olympique Marseille,France,AJ Auxerre,France,?,1990
2395,Zbigniew Kaczmarek,Poland,Defensive Midfield,Legia Warszawa,Poland,AJ Auxerre,France,?,1990
2396,Alain Goma,France,Centre-Back,AJ Auxerre B,France,AJ Auxerre,France,0.0,1990
2397,Basile Boli,France,Centre-Back,AJ Auxerre,France,Olympique Marseille,France,0.0,1990
2398,Waldemar Matysik,Poland,Defensive Midfield,AJ Auxerre,France,Hamburger SV,Germany,?,1990
2399,Claude Barret,France,Left-Back,AJ Auxerre,France,AS Nancy-Lorraine,France,?,1990
2400,Richard Njok,Cameroon,Centre-Forward,AJ Auxerre,France,FC Annecy,France,?,1990
2401,Thierry Taberner,France,Defence,AJ Auxerre,France,Olympique avignonnais,France,?,1990
2403,François Omam-Biyik,Cameroon,Centre-Forward,Stade Lavallois,France,Stade Rennais FC,France,?,1990
2404,Arnold Oosterveer,Netherlands,Centre-Back,Chamois Niortais FC,France,Stade Rennais FC,France,?,1990
2405,Moussa Traoré,Cote d'Ivoire,Attack,Rio Sport d'Ányama,Cote d'Ivoire,Stade Rennais FC,France,?,1990
2406,Cyrille L'Helgoualch,France,Centre-Back,Le Mans Union Club 72,France,Stade Rennais FC,France,?,1990
2407,Jacky Paillard,France,Defensive Midfield,FC Toulouse,France,Stade Rennais FC,France,?,1990
2408,Jocelyn Rico,France,Right-Back,AS Cannes,France,Stade Rennais FC,France,?,1990
2409,Laurent Huard,France,Defensive Midfield,Stade Rennais FC B,France,Stade Rennais FC,France,0.0,1990
2410,Arnaud Le Lann,France,Right-Back,Stade Rennais FC B,France,Stade Rennais FC,France,0.0,1990
2411,Sébastien Chauvel,France,Midfield,Stade Rennais FC B,France,Stade Rennais FC,France,0.0,1990
2412,Eric Martin,France,Right-Back,Stade Rennais FC U19,France,Stade Rennais FC,France,0.0,1990
2413,Thierry Turban,France,Attack,Stade Rennais FC,France,Le Mans Union Club 72,France,?,1990
2414,Jean-Christophe Cano,France,Right-Back,Stade Rennais FC,France,Olympique de Marseille B,France,?,1990
2415,Erik-Jan van den Boogaard,Netherlands,Centre-Forward,Stade Rennais FC,France,FC Rouen,France,?,1990
2416,Dragan Stojkovic,Serbia,Attacking Midfield,Red Star Belgrade,Serbia,Olympique Marseille,France,7500000.0,1990
2417,Basile Boli,France,Centre-Back,AJ Auxerre,France,Olympique Marseille,France,0.0,1990
2418,Pascal Olmeta,France,Goalkeeper,Racing Club Paris,France,Olympique Marseille,France,?,1990
2419,Alain Casanova,France,Goalkeeper,Le Havre AC,France,Olympique Marseille,France,?,1990
2420,Bertrand Reuzeau,France,Right-Back,Stade Lavallois,France,Olympique Marseille,France,?,1990
2421,Éric Lada,France,Attack,FC Sochaux-Montbéliard,France,Olympique Marseille,France,?,1990
2422,Bernard Pardo,France,Defensive Midfield,FC Girondins Bordeaux,France,Olympique Marseille,France,?,1990
2423,Laurent Fournier,France,Defensive Midfield,AS Saint-Étienne,France,Olympique Marseille,France,?,1990
2424,William Ayache,France,Left-Back,OGC Nice,France,Olympique Marseille,France,?,1990
2425,Bernard Casoni,France,Centre-Back,Sporting Club de Toulon et du Var,France,Olympique Marseille,France,?,1990
2426,Abdoulaye Diallo,Senegal,Right Winger,Olympique Marseille,France,Sporting Étoile Club Bastia ,France,0.0,1990
2427,André Basile,France,Attack,Olympique Marseille,France,FC Istres Ville Nouvelle ,France,?,1990
2428,Pascal Rousseau,France,Goalkeeper,Olympique Marseille,France,Stade Reims,France,?,1990
2429,Bertrand Reuzeau,France,Right-Back,Olympique Marseille,France,LOSC Lille,France,?,1990
2430,Philippe Thys,France,Left-Back,Olympique Marseille,France,Sporting Club de Toulon et du Var,France,?,1990
2431,Alain Roche,France,Centre-Back,Olympique Marseille,France,AJ Auxerre,France,?,1990
2432,Enzo Francescoli,Uruguay,Centre-Forward,Olympique Marseille,France,Cagliari Calcio,Italy,?,1990
2433,Benoît Cauet,France,Central Midfield,Olympique Marseille,France,SM Caen,France,?,1990
2435,Youri Djorkaeff,France,Attacking Midfield,RC Strasbourg Alsace,France,AS Monaco,France,?,1990
2436,Mass Sarr Jr,Liberia,Attack,Mighty Barrolle SA,Liberia,AS Monaco,France,?,1990
2437,Gérald Passi,France,Attacking Midfield,FC Toulouse,France,AS Monaco,France,?,1990
2438,Albert Rust,France,Goalkeeper,Montpellier HSC,France,AS Monaco,France,?,1990
2439,Rui Barros,Portugal,Attacking Midfield,Juventus FC,Italy,AS Monaco,France,?,1990
2440,Gilles Grimandi,France,Defensive Midfield,AS Monaco U19,Monaco,AS Monaco,France,0.0,1990
2441,Lilian Thuram,France,Centre-Back,AS Monaco B,Monaco,AS Monaco,France,0.0,1990
2442,Mark Hateley,England,Centre-Forward,AS Monaco,France,Rangers FC,Scotland,580000.0,1990
2443,Stéphane Salomon,France,Defence,AS Monaco,France,SAS Epinal,France,?,1990
2444,Fabrice Mège,France,Attacking Midfield,AS Monaco,France,OGC Nice,France,?,1990
2445,Fabrice Poullain,France,Defensive Midfield,AS Monaco,France,OGC Nice,France,?,1990
2446,Joe Nagbe,Liberia,Central Midfield,AS Monaco,France,SAS Epinal,France,?,1990
2447,Eric Guérit,France,Defensive Midfield,AS Monaco,France,AS Cannes,France,?,1990
2450,Zlatko Vujovic,Croatia,Centre-Forward,Paris Saint-Germain,France,FC Sochaux-Montbéliard,France,?,1991
2451,Bernard Maraval,France,Centre-Back,Unknown,N/A,FC Sochaux-Montbéliard,France,?,1991
2452,Pascal Villechalane,France,Goalkeeper,LB Châteauroux U19,France,FC Sochaux-Montbéliard,France,0.0,1991
2453,Hervé Schreiner,France,Defensive Midfield,FC Sochaux-Montbéliard B,France,FC Sochaux-Montbéliard,France,0.0,1991
2454,David Robert,France,Midfield,FC Sochaux-Montbéliard B,France,FC Sochaux-Montbéliard,France,0.0,1991
2455,Lobo Carrasco,Spain,Right Winger,FC Sochaux-Montbéliard,France,UE Figueres,Spain,0.0,1991
2456,Franck Priou,France,Centre-Forward,FC Sochaux-Montbéliard,France,AS Cannes,France,?,1991
2457,Benoît Tihy,France,Defence,FC Sochaux-Montbéliard,France,LOSC Lille,France,?,1991
2458,Philippe Morin,France,Attack,FC Sochaux-Montbéliard,France,EA Guingamp,France,?,1991
2459,Xavier Gravelaine,France,Centre-Forward,Stade Lavallois,France,SM Caen,France,?,1991
2460,Philippe Montanier,France,Goalkeeper,FC Nantes,France,SM Caen,France,?,1991
2461,Emmanuel Rival,France,Defensive Midfield,INF Vichy,France,SM Caen,France,?,1991
2462,Stéphane Paille,France,Centre-Forward,FC Porto,Portugal,SM Caen,France,?,1991
2463,Edwin Gorter,Netherlands,Attacking Midfield,FC Lugano,Switzerland,SM Caen,France,?,1991
2464,Rubens,Brazil,Attack,Fluminense Football Club,Brazil,SM Caen,France,?,1991
2465,Fabrice Divert,France,Centre-Forward,SM Caen,France,Montpellier HSC,France,?,1991
2466,Graham Rix,England,Left Midfield,SM Caen,France,Le Havre AC,France,?,1991
2467,François Lemasson,France,Goalkeeper,SM Caen,France,Montpellier HSC,France,?,1991
2468,Piet den Boer,Netherlands,Centre-Forward,SM Caen,France,KFC Tielen,Belgium,?,1991
2469,Rudi Garcia,France,Attacking Midfield,SM Caen,France,FC Martigues,France,?,1991
2470,Sergio Panzardo,Uruguay,Centre-Back,SM Caen,France,CA Peñarol,Uruguay,?,1991
2471,Eric Cantona,France,Second Striker,Olympique Marseille,France,Nîmes Olympique,France,1500000.0,1991
2472,William Ayache,France,Left-Back,Olympique Marseille,France,Nîmes Olympique,France,?,1991
2473,Bruno Pabois,France,Defensive Midfield,Stade Brestois 29,France,Nîmes Olympique,France,?,1991
2474,Jean-Claude Lemoult,France,Defensive Midfield,Montpellier HSC,France,Nîmes Olympique,France,?,1991
2475,Philippe Vercruysse,France,Attacking Midfield,Olympique Marseille,France,Nîmes Olympique,France,?,1991
2476,Michel Catalano,France,Left-Back,AJ Auxerre,France,Nîmes Olympique,France,?,1991
2477,Richard Goyet,France,Midfield,Unknown,N/A,Nîmes Olympique,France,?,1991
2478,Grégory Meilhac,France,Left Winger,Unknown,N/A,Nîmes Olympique,France,0.0,1991
2479,Eric Cantona,France,Second Striker,Nîmes Olympique,France,Leeds United,England,1500000.0,1991
2480,Jean-Louis Zanon,France,Defensive Midfield,Nîmes Olympique,France,AS Nancy-Lorraine,France,?,1991
2481,Alain Vandeputte,France,Attack,Nîmes Olympique,France,SO Châtellerault,France,?,1991
2486,Alfred Schön,Germany,Central Midfield,SV Waldhof Mannheim,Germany,AS Nancy-Lorraine,France,0.0,1991
2487,Ali Boumnijel,Tunisia,Goalkeeper,FC Gueugnon,France,AS Nancy-Lorraine,France,?,1991
2488,Jean-Philippe Séchet,France,Central Midfield,FC Gueugnon,France,AS Nancy-Lorraine,France,?,1991
2489,Segundo Simon,France,Attack,FC Gueugnon,France,AS Nancy-Lorraine,France,?,1991
2490,Jacky Canosi,France,Right-Back,Cercle Football Dijon,France,AS Nancy-Lorraine,France,?,1991
2491,Jean-Marie Huriez,France,Defence,Chamois Niortais FC,France,AS Nancy-Lorraine,France,?,1991
2492,Carmelo Micciche,France,Centre-Forward,AS Cannes,France,AS Nancy-Lorraine,France,?,1991
2493,Jean-Louis Zanon,France,Defensive Midfield,Nîmes Olympique,France,AS Nancy-Lorraine,France,?,1991
2494,Thomas Seeliger,Germany,Defensive Midfield,Eintracht Braunschweig,Germany,AS Nancy-Lorraine,France,?,1991
2495,Tony Vairelles,France,Centre-Forward,AS Nancy-Lorraine U19,France,AS Nancy-Lorraine,France,0.0,1991
2496,Mustapha Hadji,Morocco,Attacking Midfield,AS Nancy-Lorraine B,France,AS Nancy-Lorraine,France,0.0,1991
2497,Grégory Wimbée,France,Goalkeeper,AS Nancy-Lorraine B,France,AS Nancy-Lorraine,France,0.0,1991
2498,Cédric Lecluse,France,Centre-Back,AS Nancy-Lorraine B,France,AS Nancy-Lorraine,France,0.0,1991
2499,Franck Boschetti,France,Defence,AS Nancy-Lorraine,France,US Vandoeuvre,France,?,1991
2500,Denis Gerval,France,Midfield,AS Nancy-Lorraine,France,Sporting Melun-Dammarie 77,France,?,1991
2501,Ray Stephen,Scotland,Attack,AS Nancy-Lorraine,France,Kilmarnock FC,Scotland,?,1991
2502,Pascal Harmand,France,Defence,AS Nancy-Lorraine,France,SAS Epinal,France,?,1991
2503,Loïc Pérard,France,Defensive Midfield,AS Nancy-Lorraine,France,FC Mulhouse Sud-Alsace,France,?,1991
2504,Nenad Stojkovic,Serbia,Centre-Back,AS Nancy-Lorraine,France,Amiens SC,France,?,1991
2505,Thierry Oleksiak,France,Defensive Midfield,FC Metz,France,LOSC Lille,France,?,1991
2506,Benoît Tihy,France,Defence,FC Sochaux-Montbéliard,France,LOSC Lille,France,?,1991
2507,Hervé Rollain,France,Defence,Angers SCO,France,LOSC Lille,France,?,1991
2508,Racine Kané,Senegal,Centre-Back,Stade Brestois 29,France,LOSC Lille,France,?,1991
2509,Pegguy Arphexad,France,Goalkeeper,LOSC Lille,France,RC Lens,France,?,1991
2510,Henrik Nielsen,Denmark,Centre-Forward,LOSC Lille,France,Bröndby IF,Denmark,?,1991
2511,David Guion,France,Defence,LOSC Lille,France,Angers SCO,France,?,1991
2512,Bertrand Reuzeau,France,Right-Back,LOSC Lille,France,Montpellier HSC,France,?,1991
2513,Philippe Périlleux,France,Midfield,LOSC Lille,France,Montpellier HSC,France,?,1991
2514,Thomas Pfannkuch,Germany,Centre-Back,Borussia Mönchengladbach,Germany,Olympique Lyon,France,0.0,1991
2515,Ghislain Anselmini,France,Left-Back,Unknown,N/A,Olympique Lyon,France,?,1991
2516,Alim Ben Mabrouk,Algeria,Defensive Midfield,FC Girondins Bordeaux,France,Olympique Lyon,France,?,1991
2517,Milos Bursac,Serbia,Centre-Forward,Sporting Club de Toulon et du Var,France,Olympique Lyon,France,?,1991
2518,Alfonso Fernández Leal,Spain,Midfield,CD Castellón,Spain,Olympique Lyon,France,?,1991
2519,Yoan Loche,France,Attack,Unknown,N/A,Olympique Lyon,France,?,1991
2520,Roberto Cabañas,Paraguay,Centre-Forward,Olympique Lyon,France,CA Boca Juniors,Argentina,?,1991
2521,Jacky Colin,France,Midfield,Olympique Lyon,France,Stade Rennais FC,France,?,1991
2522,Mario Corian,France,Defence,Olympique Lyon,France,LB Châteauroux,France,?,1991
2523,Johnny Mölby,Denmark,Central Midfield,Vejle Boldklub,Denmark,FC Nantes,France,?,1991
2524,Stéphane Ziani,France,Attacking Midfield,FC Nantes B,France,FC Nantes,France,0.0,1991
2525,Philippe Montanier,France,Goalkeeper,FC Nantes,France,SM Caen,France,?,1991
2526,Dragan Jakovljević,Bosnia-Herzegovina,Centre-Forward,FC Nantes,France,Royal Antwerp FC,Belgium,?,1991
2527,Paul Le Guen,France,Defensive Midfield,FC Nantes,France,Paris Saint-Germain,France,?,1991
2528,Christophe Robert,France,Left Winger,FC Nantes,France,AS Monaco,France,?,1991
2529,Claude Lowitz,France,Left-Back,FC Nantes,France,Pau FC,France,?,1991
2530,Thierry Fernier,France,Attacking Midfield,FC Nantes,France,FC Girondins Bordeaux,France,?,1991
2532,Philippe Périlleux,France,Midfield,LOSC Lille,France,Montpellier HSC,France,?,1991
2533,Bertrand Reuzeau,France,Right-Back,LOSC Lille,France,Montpellier HSC,France,?,1991
2534,Nikolay Todorov,Bulgaria,Central Midfield,Lokomotiv Sofia,Bulgaria,Montpellier HSC,France,?,1991
2535,Thierry Laurey,France,Defensive Midfield,AS Saint-Étienne,France,Montpellier HSC,France,?,1991
2536,François Lemasson,France,Goalkeeper,SM Caen,France,Montpellier HSC,France,?,1991
2537,Fabrice Divert,France,Centre-Forward,SM Caen,France,Montpellier HSC,France,?,1991
2538,Laurent Vacher,France,Defence,HSC Montpellier B,France,Montpellier HSC,France,0.0,1991
2539,Fabien Lefèvre,France,Left Midfield,HSC Montpellier B,France,Montpellier HSC,France,0.0,1991
2540,Serge Blanc,France,Left-Back,HSC Montpellier B,France,Montpellier HSC,France,0.0,1991
2541,David Hamed,France,Right-Back,HSC Montpellier U19,France,Montpellier HSC,France,0.0,1991
2542,Brahim Thiam,Mali,Centre-Back,HSC Montpellier U19,France,Montpellier HSC,France,0.0,1991
2543,Bruno Carotti,France,Centre-Back,HSC Montpellier B,France,Montpellier HSC,France,0.0,1991
2544,Laurent Blanc,France,Centre-Back,Montpellier HSC,France,SSC Napoli,Italy,2840000.0,1991
2545,Franck Rizzetto,France,Attacking Midfield,Montpellier HSC,France,Olympique Alès,France,?,1991
2546,Jean-Claude Lemoult,France,Defensive Midfield,Montpellier HSC,France,Nîmes Olympique,France,?,1991
2547,Philippe Flucklinger,France,Goalkeeper,Montpellier HSC,France,FC Metz,France,?,1991
2548,Patrice Garande,France,Centre-Forward,Montpellier HSC,France,Le Havre AC,France,?,1991
2549,Pascal Baills,France,Right-Back,Montpellier HSC,France,Olympique Marseille,France,?,1991
2550,Daniel Xuereb,France,Centre-Forward,Montpellier HSC,France,Olympique Marseille,France,?,1991
2551,Patrick Colleter,France,Left-Back,Montpellier HSC,France,Paris Saint-Germain,France,?,1991
2552,Jean-Jacques Nono,France,Centre-Back,Montpellier HSC,France,Pau FC,France,?,1991
2554,Jean-Michel Capoue,France,Defensive Midfield,FC Chamois Niort B,France,AS Cannes,France,?,1991
2555,Krzysztof Marx,Poland,Attack,FC Girondins Bordeaux,France,AS Cannes,France,?,1991
2556,Franck Priou,France,Centre-Forward,FC Sochaux-Montbéliard,France,AS Cannes,France,?,1991
2557,David Bettoni,France,Midfield,Unknown,N/A,AS Cannes,France,?,1991
2558,Adick Koot,Netherlands,Centre-Back,PSV Eindhoven,Netherlands,AS Cannes,France,?,1991
